Ticker,Top Gainers
TRENT,2.1384833117112874
BEL,1.1284577491474042
M&M,1.0115836560288423
BAJAJ-AUTO,0.785991448322628
BHARTIARTL,0.6942510121457488
POWERGRID,0.6776201145133185
BPCL,0.6480253675410785
SUNPHARMA,0.6098457675753228
NTPC,0.557757885763001
TECHM,0.5506699795900256
