Ticker,Volatility
TCS,4.048191723745374
BRITANNIA,2.5255440728019805
BAJFINANCE,0.6832280882915717
APOLLOHOSP,0.6041951099691961
BAJAJ-AUTO,0.5957251204298982
HEROMOTOCO,0.5870035511321866
HINDUNILVR,0.4779786014610135
RELIANCE,0.41914450158156835
MARUTI,0.4173931393994355
BHARTIARTL,0.41157412995672255
