Ticker,Top Losers
INDUSINDBK,-0.3137868215721995
ASIANPAINT,-0.16679586127868973
BAJFINANCE,-0.10916893796522753
NESTLEIND,-0.07027639760546422
ADANIENT,-0.03092514462180851
HINDUNILVR,-0.013574569365444433
BAJAJFINSV,0.025462814681955104
KOTAKBANK,0.025589519650655257
TITAN,0.061688780503457386
MARUTI,0.06404300951171904
